UTC,Longitude (deg),Latitude (deg),Elevation (m),TB X (K),TB K (K),TB Ka (K),Antenna Longitude (deg),Antenna Latitude (deg),Antenna Altitude (m),Antenna Yaw (deg),Antenna Pitch (deg),Antenna Look Angle (deg)
20200211-18:36:04.651880,-108.158109,39.009862,3082,257.6,239.2,218.4,-108.055674,38.943258,4521.3,2.35,4.28,45.1
20200211-18:36:04.751900,-108.158017,39.009862,3082,254.4,240.4,217.5,-108.055676,38.943261,4521.3,2.35,4.28,45.1
20200211-18:36:04.851900,-108.157924,39.009769,3081,256.1,238.8,216.8,-108.055679,38.943263,4521.3,2.33,4.28,45.1
20200211-18:36:04.951900,-108.157924,39.009769,3081,254.7,239.7,216.6,-108.055681,38.943265,4521.3,2.32,4.29,45.1
20200211-18:36:05.051900,-108.157831,39.009676,3081,256,235.8,216.2,-108.055684,38.943267,4521.3,2.31,4.29,45.1
20200211-18:36:05.151900,-108.157739,39.009676,3081,255.1,238.2,216.5,-108.055686,38.94327,4521.3,2.33,4.29,45.1
20200211-18:36:05.251900,-108.157739,39.009584,3080,255.5,238.7,216.3,-108.055689,38.943272,4521.3,2.34,4.29,45.1
20200211-18:36:05.351900,-108.157646,39.009584,3080,254.9,239.3,218,-108.055691,38.943274,4521.3,2.35,4.29,45.1
20200211-18:36:05.451920,-108.157646,39.009491,3080,255.4,239.3,218,-108.055694,38.943276,4521.3,2.35,4.29,45.1
20200211-18:36:05.551920,-108.157554,39.009491,3080,255.3,239.3,218.9,-108.055696,38.943278,4521.3,2.34,4.29,45.1
20200211-18:36:05.651920,-108.157554,39.009399,3080,257.6,238.1,219.9,-108.055699,38.943281,4521.3,2.34,4.29,45.1
20200211-18:36:05.751920,-108.157461,39.009399,3080,256,240.7,221.8,-108.055702,38.943283,4521.3,2.33,4.29,45.1
20200211-18:36:05.851920,-108.157368,39.009306,3079,255.3,239.6,221.8,-108.055704,38.943285,4521.3,2.33,4.29,45.1
20200211-18:36:05.951940,-108.157368,39.009306,3079,253.7,240.8,224,-108.055707,38.943287,4521.3,2.35,4.29,45.1
20200211-18:36:06.051940,-108.157276,39.009213,3079,256.9,242.5,226.9,-108.055709,38.94329,4521.3,2.35,4.29,45.1
20200211-18:36:06.151940,-108.157183,39.009213,3079,254.6,241.4,227.5,-108.055712,38.943292,4521.3,2.35,4.29,45.1
20200211-18:36:06.251920,-108.157183,39.009121,3079,254.2,239.9,229.5,-108.055714,38.943294,4521.3,2.33,4.3,45.1
20200211-18:36:06.351940,-108.157091,39.009121,3079,254.2,242.3,232.5,-108.055717,38.943296,4521.3,2.33,4.3,45.1
20200211-18:36:06.451940,-108.157091,39.009028,3079,254,242.2,232.8,-108.055719,38.943298,4521.3,2.32,4.3,45.1
20200211-18:36:06.551940,-108.156998,39.009028,3079,254.5,241.4,235.2,-108.055722,38.943301,4521.3,2.33,4.3,45.1
20200211-18:36:06.651940,-108.156998,39.008936,3079,253.8,242.7,236.3,-108.055724,38.943303,4521.3,2.34,4.3,45.1
20200211-18:36:06.751940,-108.156905,39.008936,3079,254.9,243,239.1,-108.055727,38.943305,4521.3,2.35,4.3,45.1
20200211-18:36:06.851960,-108.156813,39.008843,3080,256,241.6,241.1,-108.055729,38.943307,4521.3,2.36,4.3,45.1
20200211-18:36:06.951960,-108.156813,39.008843,3080,255.4,245.1,242.8,-108.055732,38.94331,4521.3,2.35,4.3,45.1
20200211-18:36:07.051960,-108.15672,39.00875,3080,255,244.6,243.8,-108.055735,38.943312,4521.3,2.35,4.3,45.1
20200211-18:36:07.151960,-108.156628,39.00875,3080,253.9,244,245.1,-108.055737,38.943314,4521.3,2.33,4.3,45.1
20200211-18:36:07.251960,-108.156628,39.008658,3080,253.8,243.2,246.4,-108.05574,38.943316,4521.3,2.33,4.3,45.1
20200211-18:36:07.351960,-108.156535,39.008658,3080,254.9,242.6,246,-108.055742,38.943318,4521.3,2.33,4.3,45.1
20200211-18:36:07.451980,-108.156535,39.008565,3080,255.5,244.7,246.3,-108.055745,38.943321,4521.2,2.34,4.3,45.1
20200211-18:36:07.551980,-108.156442,39.008565,3080,255.2,243,246.3,-108.055747,38.943323,4521.2,2.35,4.31,45.1
20200211-18:36:07.651980,-108.15635,39.008473,3080,253.3,244.2,245.1,-108.05575,38.943325,4521.2,2.34,4.31,45.1
20200211-18:36:07.751980,-108.15635,39.008473,3080,256.2,243,243.1,-108.055752,38.943327,4521.2,2.34,4.31,45.1
20200211-18:36:07.851980,-108.156257,39.00838,3080,254.6,241.3,242.1,-108.055755,38.94333,4521.2,2.33,4.31,45.1
20200211-18:36:07.951980,-108.156165,39.00838,3081,255.2,244,240.3,-108.055757,38.943332,4521.2,2.33,4.31,45.1
20200211-18:36:08.052000,-108.156165,39.008287,3081,256.4,243.6,238.1,-108.05576,38.943334,4521.2,2.33,4.31,45.1
20200211-18:36:08.151980,-108.156072,39.008287,3081,257.7,243.2,236,-108.055762,38.943336,4521.2,2.34,4.31,45.1
20200211-18:36:08.251980,-108.156072,39.008195,3081,256.8,241.3,233.2,-108.055765,38.943338,4521.2,2.35,4.31,45.1
20200211-18:36:08.352000,-108.155979,39.008195,3081,256,241.5,231.6,-108.055768,38.943341,4521.2,2.36,4.31,45.1
20200211-18:36:08.452000,-108.155887,39.008102,3081,257.8,243.5,229.6,-108.05577,38.943343,4521.2,2.36,4.31,45.1
20200211-18:36:08.552000,-108.155887,39.00801,3081,256.7,242.7,227.6,-108.055773,38.943345,4521.2,2.35,4.31,45.1
20200211-18:36:08.652000,-108.155794,39.00801,3081,256.6,241.1,225.3,-108.055775,38.943347,4521.2,2.33,4.31,45.1
20200211-18:36:08.752000,-108.155702,39.00801,3081,255.7,242.5,223.5,-108.055778,38.94335,4521.2,2.33,4.31,45.1
20200211-18:36:08.852000,-108.155702,39.007917,3080,258.6,241.4,221.4,-108.05578,38.943352,4521.2,2.34,4.32,45.1
20200211-18:36:08.952000,-108.155609,39.007917,3080,257.1,242.3,219.8,-108.055783,38.943354,4521.2,2.34,4.32,45.1
20200211-18:36:09.052020,-108.155516,39.007824,3080,258,241.8,219.2,-108.055785,38.943356,4521.2,2.36,4.31,45.1
20200211-18:36:09.152020,-108.155516,39.007732,3080,255.1,242,219.3,-108.055788,38.943358,4521.2,2.34,4.32,45.1
20200211-18:36:09.252020,-108.155424,39.007732,3080,255.4,241.6,220,-108.05579,38.943361,4521.2,2.33,4.32,45.1
20200211-18:36:09.352020,-108.155424,39.007639,3080,256.3,243.2,220.3,-108.055793,38.943363,4521.2,2.32,4.32,45.1
20200211-18:36:09.452020,-108.155331,39.007639,3080,257.1,241,221,-108.055795,38.943365,4521.2,2.31,4.32,45.1
20200211-18:36:09.552020,-108.155239,39.007639,3080,257,243,222.9,-108.055798,38.943367,4521.2,2.33,4.32,45.1
20200211-18:36:09.652040,-108.155239,39.007547,3080,258.1,243,224.6,-108.055801,38.94337,4521.2,2.35,4.32,45.1
20200211-18:36:09.752040,-108.155146,39.007454,3080,256,242.2,227.5,-108.055803,38.943372,4521.2,2.37,4.32,45.1
20200211-18:36:09.852040,-108.155053,39.007454,3080,258.2,243.7,232.6,-108.055806,38.943374,4521.2,2.37,4.32,45.1
20200211-18:36:09.952040,-108.155053,39.007361,3080,256.5,244.7,235.7,-108.055808,38.943376,4521.2,2.36,4.32,45.1
20200211-18:36:10.052020,-108.154961,39.007361,3081,257.7,245,239.2,-108.055811,38.943378,4521.2,2.34,4.32,45.1
20200211-18:36:10.152040,-108.154961,39.007269,3081,255.2,244.9,241.6,-108.055813,38.943381,4521.2,2.32,4.32,45.1
20200211-18:36:10.252040,-108.154868,39.007269,3081,257.8,242.9,244.5,-108.055816,38.943383,4521.2,2.33,4.32,45.1
20200211-18:36:10.352040,-108.154868,39.007176,3081,256.9,246,247.2,-108.055818,38.943385,4521.2,2.33,4.33,45.1
20200211-18:36:10.452040,-108.154776,39.007176,3081,257.1,246.6,247.8,-108.055821,38.943387,4521.2,2.35,4.32,45.1
20200211-18:36:10.552060,-108.154683,39.007084,3082,258.8,245.1,249.6,-108.055823,38.94339,4521.2,2.36,4.33,45.1
20200211-18:36:10.652060,-108.154683,39.007084,3082,256.7,244.3,250.4,-108.055826,38.943392,4521.2,2.34,4.33,45.1
20200211-18:36:10.752060,-108.15459,39.006991,3082,259.3,244.9,248.7,-108.055829,38.943394,4521.2,2.33,4.32,45.1
20200211-18:36:10.852060,-108.154498,39.006991,3083,255.1,244.9,248.3,-108.055831,38.943396,4521.2,2.32,4.33,45.1
20200211-18:36:10.952060,-108.154498,39.006898,3083,257.6,243.3,247,-108.055834,38.943398,4521.2,2.33,4.33,45.1
20200211-18:36:11.052060,-108.154405,39.006898,3083,255.8,244.4,244.1,-108.055836,38.943401,4521.2,2.34,4.33,45.1
20200211-18:36:11.152080,-108.154405,39.006806,3083,254.6,242.7,242,-108.055839,38.943403,4521.2,2.35,4.33,45.1
20200211-18:36:11.252080,-108.154313,39.006806,3084,256.4,242.4,238.8,-108.055841,38.943405,4521.2,2.37,4.33,45.1
20200211-18:36:11.352080,-108.154313,39.006713,3084,255.4,242.3,230.8,-108.055844,38.943407,4521.2,2.36,4.33,45.1
20200211-18:36:11.452080,-108.15422,39.006621,3085,254.5,241,228.8,-108.055846,38.94341,4521.2,2.36,4.33,45.1
20200211-18:36:11.552080,-108.154127,39.006621,3085,253.4,237.7,224.6,-108.055849,38.943412,4521.2,2.34,4.33,45.1
20200211-18:36:11.652080,-108.154127,39.006528,3085,254.2,239.3,221.9,-108.055851,38.943414,4521.2,2.33,4.33,45.1
20200211-18:36:11.752080,-108.154035,39.006528,3086,252.3,239.1,218.2,-108.055854,38.943416,4521.2,2.34,4.33,45.1
20200211-18:36:11.852100,-108.154035,39.006435,3086,253.1,238,215.2,-108.055856,38.943418,4521.2,2.34,4.33,45.1
20200211-18:36:11.952080,-108.153942,39.006435,3086,253.3,235.8,213.3,-108.055859,38.943421,4521.2,2.35,4.33,45.1
20200211-18:36:12.052080,-108.153942,39.006343,3087,252.4,235.5,209.7,-108.055862,38.943423,4521.2,2.35,4.33,45.1
20200211-18:36:12.152100,-108.15385,39.006343,3087,253.8,235.8,209.2,-108.055864,38.943425,4521.2,2.34,4.33,45.1
20200211-18:36:12.252100,-108.15385,39.00625,3087,252.2,234.9,208.7,-108.055867,38.943427,4521.2,2.32,4.34,45.1
20200211-18:36:12.352100,-108.153757,39.00625,3087,252.7,235.6,207.6,-108.055869,38.94343,4521.2,2.33,4.33,45.1
20200211-18:36:12.452100,-108.153665,39.006158,3087,252.4,235.9,207.4,-108.055872,38.943432,4521.2,2.34,4.33,45.1
20200211-18:36:12.552100,-108.153572,39.006158,3087,252.3,235.6,207.4,-108.055874,38.943434,4521.2,2.35,4.34,45.1
20200211-18:36:12.652100,-108.153572,39.006065,3086,253.6,235.1,208.2,-108.055877,38.943436,4521.2,2.36,4.34,45.1
20200211-18:36:12.752120,-108.153479,39.006065,3086,253.8,233.8,208.3,-108.055879,38.943438,4521.2,2.36,4.34,45.1
20200211-18:36:12.852100,-108.153479,39.005972,3085,253.7,235.4,210.5,-108.055882,38.943441,4521.2,2.35,4.34,45.1
20200211-18:36:12.952120,-108.153387,39.005972,3085,252.9,235,210,-108.055884,38.943443,4521.2,2.35,4.34,45.1
20200211-18:36:13.052120,-108.153294,39.00588,3084,253.1,235.9,211,-108.055887,38.943445,4521.2,2.33,4.34,45.1
20200211-18:36:13.152120,-108.153294,39.00588,3084,253.1,237.1,212.1,-108.055889,38.943447,4521.1,2.34,4.34,45.1
20200211-18:36:13.252120,-108.153202,39.005787,3083,252.6,236.8,212.7,-108.055892,38.943449,4521.1,2.35,4.34,45.1
20200211-18:36:13.352120,-108.153109,39.005787,3082,252.2,236.5,214.5,-108.055895,38.943452,4521.1,2.35,4.34,45.1
20200211-18:36:13.452140,-108.153109,39.005695,3082,253.2,239.2,216,-108.055897,38.943454,4521.1,2.36,4.34,45.1
20200211-18:36:13.552140,-108.153016,39.005695,3082,253.1,238.1,218.3,-108.0559,38.943456,4521.1,2.34,4.34,45.1
20200211-18:36:13.652140,-108.152924,39.005602,3081,252.6,237,219.6,-108.055902,38.943458,4521.1,2.34,4.34,45.1
20200211-18:36:13.752140,-108.152924,39.005602,3081,254,239.2,221.2,-108.055905,38.943461,4521.1,2.33,4.34,45.1
20200211-18:36:13.852140,-108.152831,39.00551,3081,252.4,240.6,224.3,-108.055907,38.943463,4521.1,2.32,4.34,45.1
20200211-18:36:13.952140,-108.152739,39.00551,3081,251.5,242.1,225.4,-108.05591,38.943465,4521.1,2.34,4.34,45.1
20200211-18:36:14.052140,-108.152739,39.005417,3081,253.1,238.5,227,-108.055912,38.943467,4521.1,2.35,4.35,45.1
20200211-18:36:14.152140,-108.152646,39.005417,3081,252.2,242.3,229.3,-108.055915,38.943469,4521.1,2.37,4.34,45.1
20200211-18:36:14.252140,-108.152646,39.005324,3080,252.2,242.3,231,-108.055917,38.943472,4521.1,2.35,4.34,45.1
20200211-18:36:14.352160,-108.152553,39.005324,3081,254.1,242.9,234.1,-108.05592,38.943474,4521.1,2.34,4.34,45.1
20200211-18:36:14.452160,-108.152553,39.005232,3081,252.4,242.2,235.7,-108.055922,38.943476,4521.1,2.34,4.35,45.1
20200211-18:36:14.552160,-108.152461,39.005232,3081,252.6,242.5,238.2,-108.055925,38.943478,4521.1,2.33,4.35,45.1
20200211-18:36:14.652160,-108.152368,39.005232,3081,252.8,245.8,239.8,-108.055928,38.943481,4521.1,2.34,4.35,45.1
20200211-18:36:14.752160,-108.152368,39.005139,3081,253.9,245.1,241.7,-108.05593,38.943483,4521.1,2.35,4.35,45.1
20200211-18:36:14.852160,-108.152276,39.005139,3081,252.6,246.1,243.5,-108.055933,38.943485,4521.1,2.36,4.35,45.1
20200211-18:36:14.952180,-108.152276,39.005047,3081,252.5,246.7,244.6,-108.055935,38.943487,4521.1,2.36,4.35,45.1
20200211-18:36:15.052160,-108.152183,39.005047,3081,253.4,245.9,246,-108.055938,38.943489,4521.1,2.34,4.35,45.1
20200211-18:36:15.152180,-108.152183,39.004954,3082,254.9,248.3,247.8,-108.05594,38.943492,4521.1,2.34,4.35,45.1
20200211-18:36:15.252180,-108.15209,39.004954,3082,253.7,247,248.3,-108.055943,38.943494,4521.1,2.33,4.35,45.1
20200211-18:36:15.352180,-108.151998,39.004861,3083,251.1,248.4,250.1,-108.055945,38.943496,4521.1,2.34,4.35,45.1
20200211-18:36:15.452180,-108.151998,39.004861,3083,250,247.9,251.2,-108.055948,38.943498,4521.1,2.34,4.36,45.1
20200211-18:36:15.552200,-108.151905,39.004769,3084,251.1,246.9,252.9,-108.05595,38.943501,4521.1,2.35,4.35,45.1
20200211-18:36:15.652180,-108.151905,39.004769,3084,253.2,250.5,254.4,-108.055953,38.943503,4521.1,2.36,4.35,45.1
20200211-18:36:15.752180,-108.151813,39.004676,3084,253.1,249.2,254.6,-108.055955,38.943505,4521.1,2.35,4.35,45.1
20200211-18:36:15.852200,-108.151813,39.004676,3084,251.6,251.1,255.4,-108.055958,38.943507,4521.1,2.34,4.35,45.1
20200211-18:36:15.952200,-108.15172,39.004584,3084,253.9,250.6,255.8,-108.055961,38.943509,4521.1,2.32,4.36,45.1
20200211-18:36:16.052200,-108.151627,39.004584,3085,253.6,250.7,256.5,-108.055963,38.943512,4521.1,2.33,4.35,45.1
20200211-18:36:16.152200,-108.151627,39.004491,3085,254.5,251.9,256.9,-108.055966,38.943514,4521.1,2.34,4.36,45.1
20200211-18:36:16.252200,-108.151535,39.004491,3085,254.2,251.6,258,-108.055968,38.943516,4521.1,2.35,4.36,45.1
20200211-18:36:16.352200,-108.151535,39.004398,3085,254,249.2,258.1,-108.055971,38.943518,4521.1,2.36,4.36,45.1
20200211-18:36:16.452200,-108.151442,39.004398,3085,256.3,249.4,256.9,-108.055973,38.943521,4521.1,2.35,4.36,45.1
20200211-18:36:16.552200,-108.151442,39.004306,3085,260.6,247,256.9,-108.055976,38.943523,4521.1,2.34,4.36,45.1
20200211-18:36:16.652220,-108.15135,39.004306,3085,257.8,248.9,256.3,-108.055978,38.943525,4521.1,2.32,4.36,45.1
20200211-18:36:16.752220,-108.15135,39.004213,3085,259.3,249.7,255.9,-108.055981,38.943527,4521.1,2.34,4.36,45.1
20200211-18:36:16.852220,-108.151257,39.004213,3085,259.2,250.3,256.8,-108.055983,38.943529,4521.1,2.35,4.36,45.1
20200211-18:36:16.952220,-108.151257,39.004121,3085,257.9,250.6,257,-108.055986,38.943532,4521.1,2.36,4.36,45.1
20200211-18:36:17.052220,-108.151164,39.004121,3085,258,250.1,256.7,-108.055988,38.943534,4521.1,2.36,4.36,45.1
20200211-18:36:17.152240,-108.151072,39.004028,3085,256.9,251.1,256.5,-108.055991,38.943536,4521.1,2.36,4.36,45.1
20200211-18:36:17.252240,-108.151072,39.004028,3085,258.6,250.1,256.3,-108.055994,38.943538,4521.1,2.34,4.36,45.1
20200211-18:36:17.352240,-108.150979,39.003935,3085,257.9,252,256.7,-108.055996,38.943541,4521.1,2.33,4.36,45.1
20200211-18:36:17.452240,-108.150979,39.003935,3085,260,250.2,256.1,-108.055999,38.943543,4521.1,2.32,4.36,45.1
20200211-18:36:17.552240,-108.150887,39.003843,3086,257.8,252.6,255.5,-108.056001,38.943545,4521.1,2.33,4.36,45.1
20200211-18:36:17.652240,-108.150887,39.003843,3086,255.2,250.6,255.4,-108.056004,38.943547,4521.1,2.35,4.37,45.1
20200211-18:36:17.752240,-108.150794,39.00375,3087,257.4,250.9,255.2,-108.056006,38.943549,4521.1,2.35,4.37,45.1
20200211-18:36:17.852240,-108.150701,39.00375,3087,257.7,250.6,255.2,-108.056009,38.943552,4521.1,2.36,4.37,45.1
20200211-18:36:17.952240,-108.150701,39.003658,3088,255.6,252.6,254.9,-108.056011,38.943554,4521.1,2.34,4.37,45.1
20200211-18:36:18.052260,-108.150609,39.003658,3087,255.9,252.9,254.3,-108.056014,38.943556,4521.1,2.33,4.36,45.1
20200211-18:36:18.152240,-108.150609,39.003565,3087,254.9,250.7,253.2,-108.056016,38.943558,4521.1,2.33,4.37,45.1
20200211-18:36:18.252260,-108.150516,39.003565,3087,255.2,253.7,254.2,-108.056019,38.943561,4521.1,2.33,4.37,45.1
20200211-18:36:18.352260,-108.150424,39.003565,3087,257.6,252,252.7,-108.056021,38.943563,4521.1,2.35,4.37,45.1
20200211-18:36:18.452260,-108.150424,39.003472,3086,255.2,250.4,251.8,-108.056024,38.943565,4521.1,2.36,4.37,45.1
20200211-18:36:18.552260,-108.150331,39.003472,3086,255.3,251,251.5,-108.056027,38.943567,4521.1,2.36,4.37,45.1
20200211-18:36:18.652260,-108.150331,39.00338,3086,257.5,251.3,251.2,-108.056029,38.943569,4521.1,2.34,4.37,45.1
20200211-18:36:18.752280,-108.150238,39.00338,3085,256.2,251.1,250.4,-108.056032,38.943572,4521.1,2.33,4.37,45.1
20200211-18:36:18.852280,-108.150238,39.003287,3085,255.5,248.9,249.7,-108.056034,38.943574,4521.1,2.32,4.37,45.1
20200211-18:36:18.952280,-108.150146,39.003287,3085,257.3,250.4,249.3,-108.056037,38.943576,4521.1,2.34,4.37,45.1
20200211-18:36:19.052280,-108.150053,39.003195,3085,255,252.7,248.3,-108.056039,38.943578,4521.1,2.35,4.37,45.1
20200211-18:36:19.152280,-108.150053,39.003195,3085,254.8,251.1,246.8,-108.056042,38.943581,4521.1,2.35,4.38,45.1
20200211-18:36:19.252280,-108.149961,39.003102,3085,253.8,249.6,248.5,-108.056044,38.943583,4521.1,2.36,4.37,45.1
20200211-18:36:19.352280,-108.149961,39.003102,3085,254.5,250.1,248,-108.056047,38.943585,4521.1,2.34,4.38,45.1
20200211-18:36:19.452300,-108.149868,39.003009,3085,253.9,249.4,248.8,-108.056049,38.943587,4521,2.34,4.37,45.1
20200211-18:36:19.552280,-108.149775,39.003009,3085,253.1,251.5,248.3,-108.056052,38.943589,4521,2.33,4.38,45.1
